Haploinsufficiency,Embryo Cut Rate,Generations to 99% drive-carrying individuals
0.04,0.42,15.7
0.04,0.44,15.2
0.04,0.46,15
0.04,0.48,15
0.04,0.5,15
0.04,0.52,14.6
0.04,0.54,14.2
0.04,0.56,14
0.04,0.58,14
0.04,0.6,14
0.04,0.62,13.5
0.04,0.64,13.2
0.04,0.66,13
0.04,0.68,13
0.04,0.7,13
0.04,0.72,12.9
0.04,0.74,12.6
0.04,0.76,12.2
0.04,0.78,12.1
0.04,0.8,12
0.04,0.82,12
0.04,0.84,12
0.04,0.86,11.9
0.04,0.88,11.4
0.04,0.9,11.1
0.04,0.92,11
0.04,0.94,11
0.04,0.96,11
0.04,0.98,11
0.04,1,10.9
0.02,0,21.9
0.02,0.02,21.1
0.02,0.04,21
0.02,0.06,20.8
0.02,0.08,20.6
0.02,0.1,19.9
0.02,0.12,19.8
0.02,0.14,19.2
0.02,0.16,19
0.02,0.18,18.8
0.02,0.2,18.3
0.02,0.22,18
0.02,0.24,18
0.02,0.26,17.5
0.02,0.28,17.3
0.02,0.3,17.2
0.02,0.32,16.8
0.02,0.34,16.5
0.02,0.36,16.2
0.02,0.38,16
0.02,0.4,16
0.02,0.42,15.4
0.02,0.44,15.1
0.02,0.46,15
0.02,0.48,15
0.02,0.5,14.7
0.02,0.52,14.7
0.02,0.54,14
0.02,0.56,14
0.02,0.58,14
0.02,0.6,13.9
0.02,0.62,13.7
0.02,0.64,13
0.02,0.66,13
0.02,0.68,13
0.02,0.7,13
0.02,0.72,12.9
0.02,0.74,12.6
0.02,0.76,12.3
0.02,0.78,12
0.02,0.8,12
0.02,0.82,12
0.02,0.84,12
0.02,0.86,11.7
0.02,0.88,11.5
0.02,0.9,11.1
0.02,0.92,11
0.02,0.94,11
0.02,0.96,11
0.02,0.98,11
0.02,1,10.9
0,0,22.2
0,0.02,21.8
0,0.04,21.2
0,0.06,20.9
0,0.08,20.8
0,0.1,20.3
0,0.12,19.9
0,0.14,19.4
0,0.16,19.3
0,0.18,18.8
0,0.2,18.4
0,0.22,18.1
0,0.24,18
0,0.26,17.6
0,0.28,17.3
0,0.3,17
0,0.32,17
0,0.34,16.6
0,0.36,16.1
0,0.38,16
0,0.4,16
0,0.42,15.7
0,0.44,15.3
0,0.46,15
0,0.48,15
0,0.5,14.8
0,0.52,14.2
0,0.54,14
0,0.56,14
0,0.58,13.9
0,0.6,13.9
0,0.62,13.5
0,0.64,13.1
0,0.66,13
0,0.68,13
0,0.7,13
0,0.72,12.9
0,0.74,12.4
0,0.76,12.1
0,0.78,12
0,0.8,12
0,0.82,12
0,0.84,11.9
0,0.86,11.4
0,0.88,11.2
0,0.9,11
0,0.92,11
0,0.94,11
0,0.96,11
0,0.98,10.9
0,1,10.556
